SAMPLES: 	29465
BITSPERSAMPLE: 	16
CHANNELS: 	2
SAMPLERATE: 	26008
NORMALIZED: 	FALSE
507	710
-507	0
-912	-304
202	202
1318	304
1521	304
1116	101
304	-304
405	0
811	608
0	0
-710	-202
-101	0
0	0
-202	-202
-608	-710
-1217	-1116
-913	-1116
-913	-1116
-1420	-1724
-1725	-1826
-1014	-913
-202	-710
202	-1014
304	-1014
507	-710
507	-304
304	-101
202	-101
-405	-304
-101	-101
0	-202
0	-304
0	-507
-1014	-1218
-913	-913
-101	0
304	304
406	101
0	-202
-202	-710
-608	-1014
-1116	-1218
-1218	-1421
-507	-608
-304	-202
-1522	-1015
-1624	-1218
-507	-710
-507	-1218
-507	-1116
0	-304
304	-202
609	0
101	-406
-609	-812
-609	-812
-202	-507
304	0
0	-202
-507	-507
-710	-609
-609	-507
-101	-101
-406	-304
-710	-609
-1218	-710
-1116	-914
304	-304
304	-202
101	-710
0	-710
-1015	-1117
-1828	-1624
-1624	-1015
-507	0
-202	0
-304	0
710	406
812	304
0	-202
-101	-406
202	-202
507	0
609	0
304	-202
406	-202
0	-406
-406	-507
-101	-202
-202	0
711	914
1016	914
-101	0
-101	-101
-101	0
304	203
914	203
711	-203
-203	-1219
-1320	-1727
304	-203
2133	1117
2540	1625
2235	1422
-203	-203
-609	-711
508	203
711	203
609	101
508	304
508	406
1422	711
1626	609
406	-101
203	-304
406	-203
508	-101
609	203
-304	-101
-914	-203
-812	0
-1016	-406
-1118	-813
-609	-711
203	-203
0	-304
-508	-711
-813	-1219
-1219	-1626
-914	-1016
-304	-406
101	-101
508	203
813	304
1118	610
0	-304
-1118	-1220
-508	-711
-406	-711
203	0
1321	711
1016	101
813	-203
813	-203
304	-203
101	-203
203	-406
813	203
711	101
-101	-203
-304	-101
-1220	-1220
-610	-711
406	0
-203	-508
203	0
406	101
-203	-508
-101	-203
-203	-508
-203	-304
0	0
-813	-813
-1220	-1016
0	0
813	610
813	304
0	-406
-712	-915
-1017	-915
-712	-712
-101	-610
0	-712
203	-508
203	-304
-508	-1118
-1220	-1729
-712	-1220
-610	-813
-1118	-813
-1118	-508
-203	0
610	406
305	-101
-610	-712
-203	-406
-508	-712
-203	-406
305	-203
-508	-1017
-203	-712
0	-305
508	305
915	814
305	508
0	203
-305	-203
101	-203
305	-101
-1424	-1526
-2747	-2645
-1933	-2340
-101	-814
305	-203
0	-406
203	0
305	0
508	305
814	814
1424	1526
2035	2137
1832	1526
1424	1119
1832	1526
2442	1933
2340	1628
1934	1323
1934	1119
814	0
305	-305
1017	101
0	-610
-1017	-1221
-1934	-1730
-2646	-2036
-2341	-1730
-2239	-1730
-2036	-1628
-1832	-1628
-1832	-1628
-1628	-1526
-1323	-1628
-712	-1221
-508	-1018
-712	-712
-101	-203
814	610
1832	1527
1934	1628
916	814
1120	916
2443	1934
2545	1832
1323	712
407	0
508	203
1120	712
1425	916
814	407
-203	-407
101	-101
814	203
-305	-916
-712	-1018
203	0
916	712
1222	916
814	305
0	-509
0	-407
1222	509
1833	814
2036	1222
2138	1324
1833	1222
1731	916
305	-203
-916	-1018
-305	-509
407	0
305	-101
-305	-814
-814	-1222
-712	-712
-1426	-1222
-1222	-916
-509	-407
-509	-611
0	-101
-203	-407
-407	-611
-916	-1222
-1528	-1833
-814	-1222
-916	-1426
-916	-1222
-305	-712
-203	-713
-101	-407
-305	-305
-203	-305
305	0
305	-203
-407	-611
-1426	-1222
-1222	-814
-101	0
-1528	-1426
-2649	-2241
-611	-611
815	203
2139	1018
2955	1834
2751	1732
2445	1834
1834	1324
-203	-611
-2445	-2751
-3668	-3362
-4178	-3770
-3974	-3363
-3363	-2751
-3668	-2955
-2955	-2344
-611	-305
917	815
1222	815
1324	815
2344	1834
3771	3261
3465	2752
3261	2548
5402	4586
6217	5096
6115	4790
6523	4586
5402	3261
3873	2140
2854	1324
917	0
-2038	-2548
-4383	-4485
-5402	-5300
-5198	-4689
-4995	-4485
-6524	-5810
-6626	-5504
-4995	-4179
-4485	-3670
-5199	-4281
-5199	-4180
-3976	-2854
-2854	-1834
-1733	-917
-203	305
1325	1325
2752	2446
3160	2650
3058	2752
3670	3466
4588	3976
6117	4996
5302	3874
2243	1223
2447	1223
3160	1325
1733	0
-305	-1631
-1835	-2345
-611	-713
509	203
101	-305
-815	-1223
-2345	-2447
-3059	-2957
-3059	-2957
-3467	-3365
-2651	-2345
-203	-101
1019	815
611	509
305	305
101	305
509	611
713	509
407	101
1427	1121
2549	1937
1223	1121
-101	305
-305	-101
-102	-204
306	0
-306	-510
-1734	-1734
-2244	-2346
-2142	-2346
-2346	-2652
-3366	-3468
-4896	-4488
-4998	-4080
-3468	-2754
-2040	-1530
-102	0
102	-102
-2142	-2142
-3162	-2652
-2550	-1836
-2346	-1734
-1326	-714
1632	1836
3876	3468
4590	4080
5917	5101
4488	3366
918	102
-714	-1530
-2652	-3264
-5101	-4897
-6632	-5509
-8774	-7346
-10917	-9182
-8570	-7142
-3877	-2856
-816	-306
0	204
816	816
2244	1836
3469	2959
4591	3979
5510	4694
7653	6428
11020	8878
12960	8674
10714	8265
9898	7551
9694	7449
8470	6122
5102	3367
1734	510
-1530	-2347
-4898	-5204
-8164	-7654
-10307	-9082
-10410	-8878
-9287	-7858
-8981	-7756
-9900	-8675
-11022	-9185
-11022	-8573
-9287	-6736
-6634	-4592
-4796	-3266
-3164	-1530
-510	612
2245	2960
5716	5511
8063	7246
8778	7655
9186	7961
9186	7553
8268	6634
7962	6328
7757	6124
6124	4593
4185	2756
2654	1428
1326	408
408	-306
-510	-1224
-2347	-2552
-3981	-3981
-4491	-4389
-3879	-3266
-2756	-1837
-2858	-2143
-2450	-2041
-816	-918
-918	-1224
-1531	-1531
-306	-510
1633	1122
2858	2144
3164	2348
3164	2450
3164	2246
3981	2858
3777	2858
1837	1122
816	408
714	102
0	-510
-306	-714
-2042	-2042
-3778	-3369
-3165	-2756
-3063	-2756
-3982	-3676
-3880	-3471
-2859	-2450
-1735	-1429
-1429	-1225
-204	-102
102	306
-3165	-2552
-5718	-4697
-5208	-4084
-2961	-2246
2144	1838
5718	4799
5514	4595
6229	5310
7455	5923
4187	2655
306	-306
