SAMPLES: 	29465
BITSPERSAMPLE: 	16
CHANNELS: 	2
SAMPLERATE: 	11025
NORMALIZED: 	FALSE
0	0
0	0
0	0
0	0
1	0
1	0
1	0
0	0
0	0
1	1
0	0
-1	0
0	0
0	0
0	0
-2	-2
-4	-4
-3	-4
-3	-4
-6	-7
-7	-8
-4	-4
-1	-3
1	-5
1	-5
2	-4
3	-1
1	0
1	0
-2	-2
0	0
0	-1
0	-2
0	-3
-7	-9
-7	-7
0	0
2	2
3	0
0	-1
-1	-6
-5	-9
-10	-11
-11	-13
-5	-6
-3	-2
-16	-10
-17	-13
-5	-7
-5	-13
-5	-12
0	-3
3	-2
7	0
1	-5
-7	-10
-7	-10
-2	-6
4	0
0	-2
-6	-6
-9	-8
-8	-7
-1	-1
-5	-4
-10	-9
-18	-10
-17	-14
4	-4
4	-3
1	-11
0	-11
-16	-18
-30	-27
-27	-17
-8	0
-3	0
-5	0
12	7
14	5
0	-3
-1	-7
3	-3
9	0
11	0
5	-3
7	-3
0	-8
-8	-10
-2	-4
-4	0
14	19
21	19
-2	0
-2	-2
-2	0
6	4
20	4
15	-4
-4	-27
-30	-39
7	-4
49	26
59	38
53	33
-4	-4
-14	-17
12	4
17	5
15	2
12	7
12	10
36	18
41	15
10	-2
5	-8
10	-5
13	-2
16	5
-8	-2
-25	-5
-22	0
-28	-11
-31	-22
-17	-20
5	-5
0	-8
-14	-20
-23	-35
-35	-47
-27	-30
-9	-12
3	-3
15	6
24	9
34	18
0	-9
-34	-38
-16	-22
-12	-22
6	0
42	22
32	3
26	-6
26	-6
10	-6
3	-6
6	-13
27	6
24	3
-3	-6
-10	-3
-42	-42
-21	-24
14	0
-7	-17
7	0
14	3
-7	-18
-3	-7
-7	-18
-7	-11
0	0
-30	-30
-45	-38
0	0
30	23
31	11
0	-15
-27	-35
-39	-35
-27	-27
-3	-23
0	-28
8	-20
8	-12
-20	-44
-49	-69
-28	-49
-24	-33
-45	-33
-46	-21
-8	0
25	16
12	-4
-25	-30
-8	-17
-21	-30
-8	-17
13	-8
-22	-44
-8	-31
0	-13
22	13
40	36
13	22
0	9
-13	-9
4	-9
13	-4
-65	-69
-126	-121
-89	-107
-4	-37
14	-9
0	-19
9	0
14	0
24	14
38	38
68	73
97	102
88	73
69	54
89	74
119	94
115	80
95	65
96	55
40	0
15	-15
51	5
0	-30
-51	-62
-98	-88
-135	-104
-120	-89
-115	-89
-105	-84
-95	-85
-96	-85
-85	-80
-70	-86
-37	-64
-27	-54
-38	-38
-5	-10
44	33
99	82
105	88
50	44
61	50
134	106
141	101
73	39
22	0
28	11
63	40
80	51
46	23
-11	-23
5	-5
46	11
-17	-52
-41	-58
11	0
53	41
71	53
47	17
0	-30
0	-24
72	30
109	48
122	73
128	79
110	73
105	55
18	-12
-56	-62
-18	-31
25	0
18	-6
-18	-50
-50	-76
-44	-44
-89	-76
-76	-57
-32	-25
-32	-38
0	-6
-13	-26
-26	-39
-58	-78
-98	-118
-52	-79
-59	-92
-59	-79
-19	-46
-13	-46
-6	-26
-20	-20
-13	-20
20	0
20	-13
-27	-40
-95	-82
-82	-54
-6	0
-103	-96
-180	-152
-41	-41
55	13
147	70
204	126
190	120
169	127
127	92
-14	-42
-171	-193
-258	-236
-295	-266
-281	-238
-239	-195
-261	-210
-211	-167
-43	-21
66	58
88	58
95	59
170	133
274	237
253	201
239	186
397	337
458	376
452	354
484	340
402	242
289	159
213	99
68	0
-153	-192
-331	-339
-409	-402
-395	-356
-381	-342
-499	-444
-508	-422
-384	-321
-346	-283
-402	-331
-403	-324
-309	-222
-223	-143
-135	-71
-16	24
104	104
217	193
250	210
243	218
292	276
366	317
490	400
426	311
180	98
197	98
256	107
140	0
-24	-133
-150	-191
-50	-58
41	16
8	-25
-67	-101
-194	-202
-254	-245
-254	-246
-289	-281
-222	-196
-17	-8
85	68
51	43
25	25
8	25
43	52
60	43
34	8
122	96
219	166
105	96
-8	26
-26	-8
-8	-17
26	0
-26	-44
-151	-151
-197	-206
-188	-206
-207	-234
-298	-307
-434	-398
-444	-363
-309	-245
-182	-136
-9	0
9	-9
-193	-193
-285	-239
-231	-166
-213	-157
-120	-65
148	167
354	317
421	374
544	469
413	310
84	9
-66	-141
-246	-303
-474	-455
-618	-514
-820	-687
-1023	-860
-805	-671
-365	-269
-77	-28
0	19
77	77
213	174
330	282
438	380
527	449
734	617
1060	854
1250	836
1036	799
959	731
941	723
824	596
498	328
169	49
-150	-230
-481	-511
-804	-754
-1017	-896
-1030	-878
-921	-779
-892	-771
-986	-864
-1100	-917
-1103	-858
-931	-675
-667	-461
-483	-329
-319	-154
-51	61
227	300
581	560
821	738
896	781
940	815
942	774
850	682
820	652
801	632
633	475
434	285
275	148
138	42
42	-31
-53	-128
-246	-267
-418	-418
-473	-462
-409	-344
-291	-194
-302	-227
-260	-216
-86	-97
-98	-130
-163	-163
-32	-54
175	120
307	230
341	253
341	264
342	243
431	310
410	310
200	122
89	44
78	11
0	-55
-33	-78
-224	-224
-416	-371
-349	-304
-339	-305
-441	-407
-431	-386
-318	-273
-193	-159
-159	-137
-22	-11
11	34
-356	-287
-644	-529
-588	-461
-335	-254
243	208
650	545
628	523
711	606
852	677
479	304
35	-35
-164	-211
-541	-565
-943	-861
-1028	-898
-1113	-935
-1234	-984
-915	-713
-452	-321
-214	-143
-23	35
239	275
504	516
829	805
1144	1060
1424	1291
1536	1258
1539	1260
1542	1165
1326	1034
1048	768
720	476
403	183
147	-36
-110	-282
-541	-627
-875	-875
-864	-815
-903	-829
-1140	-1004
-1180	-993
-1182	-970
-1309	-1084
-1336	-1074
-1088	-813
-815	-551
-590	-339
-276	-62
37	163
378	442
696	683
760	697
711	609
636	496
624	484
638	510
537	435
397	307
192	141
102	64
-25	-51
-245	-245
-323	-310
-414	-401
-545	-506
-559	-481
-508	-429
-378	-313
-169	-143
-91	-91
-104	-65
78	105
250	236
224	171
171	132
238	198
357	318
451	385
505	399
453	359
387	293
240	173
26	-26
-120	-161
-161	-201
-202	-215
-256	-229
-337	-297
-433	-379
-393	-311
-258	-176
-190	-136
-231	-177
-232	-163
-123	-109
-232	-232
-384	-343
-233	-178
-68	-41
124	151
