SAMPLES:	29465
BITSPERSAMPLE:	8
CHANNELS:	2
SAMPLERATE:	11025
NORMALIZED:	FALSE
1280	1792
-1280	0
-2304	-768
512	512
3328	768
3840	768
2816	256
768	-768
1024	0
2048	1536
0	0
-1792	-512
-256	0
0	0
-512	-512
-1536	-1792
-3072	-2816
-2304	-2816
-2304	-2816
-3584	-4352
-4352	-4608
-2560	-2304
-512	-1792
512	-2560
768	-2560
1280	-1792
1280	-768
768	-256
512	-256
-1024	-768
-256	-256
0	-512
0	-768
0	-1280
-2560	-3072
-2304	-2304
-256	0
768	768
1024	256
0	-512
-512	-1792
-1536	-2560
-2816	-3072
-3072	-3584
-1280	-1536
-768	-512
-3840	-2560
-4096	-3072
-1280	-1792
-1280	-3072
-1280	-2816
0	-768
768	-512
1536	0
256	-1024
-1536	-2048
-1536	-2048
-512	-1280
768	0
0	-512
-1280	-1280
-1792	-1536
-1536	-1280
-256	-256
-1024	-768
-1792	-1536
-3072	-1792
-2816	-2304
768	-768
768	-512
256	-1792
0	-1792
-2560	-2816
-4608	-4096
-4096	-2560
-1280	0
-512	0
-768	0
1792	1024
2048	768
0	-512
-256	-1024
512	-512
1280	0
1536	0
768	-512
1024	-512
0	-1024
-1024	-1280
-256	-512
-512	0
1792	2304
2560	2304
-256	0
-256	-256
-256	0
768	512
2304	512
1792	-512
-512	-3072
-3328	-4352
768	-512
5376	2816
6400	4096
5632	3584
-512	-512
-1536	-1792
1280	512
1792	512
1536	256
1280	768
1280	1024
3584	1792
4096	1536
1024	-256
512	-768
1024	-512
1280	-256
1536	512
-768	-256
-2304	-512
-2048	0
-2560	-1024
-2816	-2048
-1536	-1792
512	-512
0	-768
-1280	-1792
-2048	-3072
-3072	-4096
-2304	-2560
-768	-1024
256	-256
1280	512
2048	768
2816	1536
0	-768
-2816	-3072
-1280	-1792
-1024	-1792
512	0
3328	1792
2560	256
2048	-512
2048	-512
768	-512
256	-512
512	-1024
2048	512
1792	256
-256	-512
-768	-256
-3072	-3072
-1536	-1792
1024	0
-512	-1280
512	0
1024	256
-512	-1280
-256	-512
-512	-1280
-512	-768
0	0
-2048	-2048
-3072	-2560
0	0
2048	1536
2048	768
0	-1024
-1792	-2304
-2560	-2304
-1792	-1792
-256	-1536
0	-1792
512	-1280
512	-768
-1280	-2816
-3072	-4352
-1792	-3072
-1536	-2048
-2816	-2048
-2816	-1280
-512	0
1536	1024
768	-256
-1536	-1792
-512	-1024
-1280	-1792
-512	-1024
768	-512
-1280	-2560
-512	-1792
0	-768
1280	768
2304	2048
768	1280
0	512
-768	-512
256	-512
768	-256
-3584	-3840
-6912	-6656
-4864	-5888
-256	-2048
768	-512
0	-1024
512	0
768	0
1280	768
2048	2048
3584	3840
5120	5376
4608	3840
3584	2816
4608	3840
6144	4864
5888	4096
4864	3328
4864	2816
2048	0
768	-768
2560	256
0	-1536
-2560	-3072
-4864	-4352
-6656	-5120
-5888	-4352
-5632	-4352
-5120	-4096
-4608	-4096
-4608	-4096
-4096	-3840
-3328	-4096
-1792	-3072
-1280	-2560
-1792	-1792
-256	-512
2048	1536
4608	3840
4864	4096
2304	2048
2816	2304
6144	4864
6400	4608
3328	1792
1024	0
1280	512
2816	1792
3584	2304
2048	1024
-512	-1024
256	-256
2048	512
-768	-2304
-1792	-2560
512	0
2304	1792
3072	2304
2048	768
0	-1280
0	-1024
3072	1280
4608	2048
5120	3072
5376	3328
4608	3072
4352	2304
768	-512
-2304	-2560
-768	-1280
1024	0
768	-256
-768	-2048
-2048	-3072
-1792	-1792
-3584	-3072
-3072	-2304
-1280	-1024
-1280	-1536
0	-256
-512	-1024
-1024	-1536
-2304	-3072
-3840	-4608
-2048	-3072
-2304	-3584
-2304	-3072
-768	-1792
-512	-1792
-256	-1024
-768	-768
-512	-768
768	0
768	-512
-1024	-1536
-3584	-3072
-3072	-2048
-256	0
-3840	-3584
-6656	-5632
-1536	-1536
2048	512
5376	2560
7424	4608
6912	4352
6144	4608
4608	3328
-512	-1536
-6144	-6912
-9216	-8448
-10496	-9472
-9984	-8448
-8448	-6912
-9216	-7424
-7424	-5888
-1536	-768
2304	2048
3072	2048
3328	2048
5888	4608
9472	8192
8704	6912
8192	6400
13568	11520
15616	12800
15360	12032
16384	11520
13568	8192
9728	5376
7168	3328
2304	0
-5120	-6400
-11008	-11264
-13568	-13312
-13056	-11776
-12544	-11264
-16384	-14592
-16640	-13824
-12544	-10496
-11264	-9216
-13056	-10752
-13056	-10496
-9984	-7168
-7168	-4608
-4352	-2304
-512	768
3328	3328
6912	6144
7936	6656
7680	6912
9216	8704
11520	9984
15360	12544
13312	9728
5632	3072
6144	3072
7936	3328
4352	0
-768	-4096
-4608	-5888
-1536	-1792
1280	512
256	-768
-2048	-3072
-5888	-6144
-7680	-7424
-7680	-7424
-8704	-8448
-6656	-5888
-512	-256
2560	2048
1536	1280
768	768
256	768
1280	1536
1792	1280
1024	256
3584	2816
6400	4864
3072	2816
-256	768
-768	-256
-256	-512
768	0
-768	-1280
-4352	-4352
-5632	-5888
-5376	-5888
-5888	-6656
-8448	-8704
-12288	-11264
-12544	-10240
-8704	-6912
-5120	-3840
-256	0
256	-256
-5376	-5376
-7936	-6656
-6400	-4608
-5888	-4352
-3328	-1792
4096	4608
9728	8704
11520	10240
14848	12800
11264	8448
2304	256
-1792	-3840
-6656	-8192
-12800	-12288
-16640	-13824
-22016	-18432
-27392	-23040
-21504	-17920
-9728	-7168
-2048	-768
0	512
2048	2048
5632	4608
8704	7424
11520	9984
13824	11776
19200	16128
27648	22272
32512	21760
26880	20736
24832	18944
24320	18688
21248	15360
12800	8448
4352	1280
-3840	-5888
-12288	-13056
-20480	-19200
-25856	-22784
-26112	-22272
-23296	-19712
-22528	-19456
-24832	-21760
-27648	-23040
-27648	-21504
-23296	-16896
-16640	-11520
-12032	-8192
-7936	-3840
-1280	1536
5632	7424
14336	13824
20224	18176
22016	19200
23040	19968
23040	18944
20736	16640
19968	15872
19456	15360
15360	11520
10496	6912
6656	3584
3328	1024
1024	-768
-1280	-3072
-5888	-6400
-9984	-9984
-11264	-11008
-9728	-8192
-6912	-4608
-7168	-5376
-6144	-5120
-2048	-2304
-2304	-3072
-3840	-3840
-768	-1280
4096	2816
7168	5376
7936	5888
7936	6144
7936	5632
9984	7168
9472	7168
4608	2816
2048	1024
1792	256
0	-1280
-768	-1792
-5120	-5120
-9472	-8448
-7936	-6912
-7680	-6912
-9984	-9216
-9728	-8704
-7168	-6144
-4352	-3584
-3584	-3072
-512	-256
256	768
-7936	-6400
-14336	-11776
-13056	-10240
-7424	-5632
5376	4608
14336	12032
13824	11520
15616	13312
18688	14848
10496	6656
768	-768
-3584	-4608
-11776	-12288
-20480	-18688
-22272	-19456
-24064	-20224
-26624	-21248
-19712	-15360
-9728	-6912
-4608	-3072
-512	768
5120	5888
10752	11008
17664	17152
24320	22528
30208	27392
32512	26624
32512	26624
32512	24576
27904	21760
22016	16128
15104	9984
8448	3840
3072	-768
-2304	-5888
-11264	-13056
-18176	-18176
-17920	-16896
-18688	-17152
-23552	-20736
-24320	-20480
-24320	-19968
-26880	-22272
-27392	-22016
-22272	-16640
-16640	-11264
-12032	-6912
-5632	-1280
768	3328
7680	8960
14080	13824
15360	14080
14336	12288
12800	9984
12544	9728
12800	10240
10752	8704
7936	6144
3840	2816
2048	1280
-512	-1024
-4864	-4864
-6400	-6144
-8192	-7936
-10752	-9984
-11008	-9472
-9984	-8448
-7424	-6144
-3328	-2816
-1792	-1792
-2048	-1280
1536	2048
4864	4608
4352	3328
3328	2560
4608	3840
6912	6144
8704	7424
9728	7680
8704	6912
7424	5632
4608	3328
512	-512
-2304	-3072
-3072	-3840
-3840	-4096
-4864	-4352
-6400	-5632
-8192	-7168
-7424	-5888
-4864	-3328
-3584	-2560
-4352	-3328
-4352	-3072
-2304	-2048
-4352	-4352
-7168	-6400
-4352	-3328
-1280	-768
2304	2816
11264	11008
16640	15360
15616	14080
15872	13312
13312	9728
4608	1792
-3072	-4352
-9728	-9984
-17664	-16640
-20992	-18944
-20224	-17664
-19456	-16128
-16896	-13312
-11008	-7424
-4352	-2048
-512	768
4608	5120
11520	11008
19712	17664
28928	25344
32512	26368
32512	24320
29184	23552
27648	21248
25344	18944
22016	15616
16640	10752
10240	5376
3072	-256
-2816	-5120
-7168	-8192
-12032	-12032
-17408	-16128
-20992	-18688
-23040	-19712
-23552	-19968
-24320	-19968
-25088	-19712
-20480	-15360
-12032	-7424
-5888	-2560
-1536	512
2816	4096
5888	6144
7680	7680
11264	10240
13824	11776
13824	11520
13056	10752
12288	9728
10752	8448
9216	6912
5888	3840
256	-1024
-5120	-5632
-9728	-8960
-12800	-11264
-12288	-9984
-10496	-8192
-8960	-7168
-5888	-4352
-2560	-1536
-768	-256
256	256
512	512
2304	1792
5376	4608
7680	6400
7168	5632
5888	4352
7680	5888
8704	6656
4608	3072
1024	0
-768	-1536
